,property_ID,Listing_ID,price,baths_half,baths_full,baths,beds,size_in_sqft,lot_size_in_sqft,prop_type,prop_sub_type,city,Line,postal_code,lat,lon,neighborhood_name,Listing_Url,thumbnail,LatLong,NearestBus,BusDistance,NearestMetro,MetroDistance,NearestCC,CCDistance,NearestLIB,LIBDistance,NearestSchools,SchoolsDistance,RATING,Num_bars,Mean_Rating_bars,Mean_PriceLevel_bars,Top_5_Rated_bars,Num_restaurants,Mean_Rating_restaurants,Mean_PriceLevel_restaurants,Top_5_Rated_restaurants
791,M5977054259,2919891827,649990,,2.0,2,2.0,1140.0,,condo,condos,Arlington,3409 Wilson Blvd Unit 201,22201,38.88335,-77.10038,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/3409-Wilson-Blvd-Unit-201_Arlington_VA_22201_M59770-54259,https://ap.rdcpix.com/56e87a6511ba525b056ce5148efa1bf4l-m2771892129x.jpg,"38.88335,-77.10038",Washington Blvd + N Quincy St,0.477,Clarendon Metro,0.377,Lee Comm. Center,0.898,Central Library,0.367,Arlington Science Focus School,0.453,4.832,30.0,4.379310344827586,2.0,"Ms. Peacock's Champagne Lounge; East West Coffee Wine; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA; Screwtop Wine Bar; TTT Rooftop",36.0,4.194444444444445,1.8055555555555556,Screwtop Wine Bar; Bakeshop; Northside Social Coffee & Wine; Spirits of '76; Cava Mezze Clarendon
792,M5976757600,2919891601,2495000,1.0,2.0,3,2.0,2039.0,,condo,condos,Arlington,1881 N Nash St Unit 2408,22209,38.89783,-77.07336,North Rosslyn,https://www.realtor.com/realestateandhomes-detail/1881-N-Nash-St-Unit-2408_Arlington_VA_22209_M59767-57600,https://ap.rdcpix.com/f7394d16161677cdef9000ff5835d4bcl-m2374852926x.jpg,"38.89783,-77.07336",Bus Collection Point I/B,0.115,Rosslyn Metro,0.127,Dawson Terrace Comm.,0.522,Plaza Library & Arlington Shop,0.806,Nottingham Elementary School,0.302,4.76,9.0,4.0375000000000005,1.875,Quinn's; Barley Mac; Guajillo; Continental Beer Garden; Continental Pool Lounge,10.0,4.040000000000001,1.7,Mele Bistro; Guajillo; Chipotle Mexican Grill; Chopt Creative Salad Co.; Roti Modern Mediterranean
793,M6346772947,2919884659,610000,,2.0,2,2.0,1143.0,,condo,condos,Arlington,1301 N Courthouse Rd Apt 906,22201,38.888749,-77.083013,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1301-N-Courthouse-Rd-Apt-906_Arlington_VA_22201_M63467-72947,https://ap.rdcpix.com/084f6ce25fe872320b9183fe81b3b84bl-m1605710418x.jpg,"38.888749,-77.083013","Clarendon Blvd, EB @ N Uhle Street, NS",0.207,Arl. Courthouse Metro,0.215,Dawson Terrace Comm.,0.736,Plaza Library & Arlington Shop,0.207,Key Elementary School,0.323,,17.0,4.364705882352942,1.8571428571428572,Arlington Pub; Galaxy Hut; Verre Wine Bar; Ireland's Four Courts; MeJana - Lebanese Cuisine,20.0,4.26,1.7894736842105263,Earl's Sandwiches; Genji Express; Mele Bistro; Five Guys; Ireland's Four Courts
794,M6196429540,2919874127,173000,,1.0,1,1.0,514.0,,condo,condos,Arlington,1121 Arlington Blvd Apt 304,22209,38.893617,-77.069808,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1121-Arlington-Blvd-Apt-304_Arlington_VA_22209_M61964-29540,https://ap.rdcpix.com/718cd3aabfd1eb85bee2624e0b133dccl-m941081871x.jpg,"38.893617,-77.069808",N Moore St + Rosslyn Station Bus Bay C,0.171,Rosslyn Metro,0.227,Dawson Terrace Comm.,0.807,Plaza Library & Arlington Shop,0.864,Nottingham Elementary School,0.386,4.76,9.0,4.0375000000000005,1.875,Quinn's; Barley Mac; Guajillo; Continental Beer Garden; Continental Pool Lounge,10.0,4.040000000000001,1.7,Mele Bistro; Guajillo; Chipotle Mexican Grill; Chopt Creative Salad Co.; Roti Modern Mediterranean
795,M5724932979,2919871672,2050000,1.0,4.0,5,5.0,4137.0,6363.0,single_family,,Arlington,819 Ivy St N,22201,38.882706,-77.097545,Ashton Heights,https://www.realtor.com/realestateandhomes-detail/819-N-Ivy-St_Arlington_VA_22201_M57249-32979,https://ap.rdcpix.com/4169e5be5db9afcd7095113bc4850fa9l-m2855760976x.jpg,"38.882706,-77.097545",Washington Blvd + N Quincy St,0.635,Clarendon Metro,0.326,Lee Comm. Center,0.917,Central Library,0.524,Arlington Science Focus School,0.552,4.832,32.0,4.378125000000001,1.9545454545454546,"Ms. Peacock's Champagne Lounge; East West Coffee Wine; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA; Screwtop Wine Bar; TTT Rooftop",44.0,4.197727272727272,1.7619047619047619,Screwtop Wine Bar; Troy's Italian Kitchen; Ambar Clarendon; Bakeshop; Northside Social Coffee & Wine
796,M5912605121,2919858041,160000,,1.0,1,0.0,383.0,,condo,condos,Arlington,1111 Arlington Blvd Apt 835,22209,38.892590000000006,-77.070161,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1111-Arlington-Blvd-Apt-835_Arlington_VA_22209_M59126-05121,https://ap.rdcpix.com/856a480a36a2036fea9115ea6a0d93dal-m1576289217x.jpg,"38.892590000000006,-77.070161",N Moore St + Rosslyn Station Bus Bay C,0.225,Rosslyn Metro,0.286,Dawson Terrace Comm.,0.829,Plaza Library & Arlington Shop,0.833,Nottingham Elementary School,0.385,4.76,8.0,4.071428571428572,1.875,Quinn's; Barley Mac; Guajillo; Continental Beer Garden; Continental Pool Lounge,11.0,4.072727272727273,1.7272727272727273,Mele Bistro; Quarterdeck; Guajillo; Chipotle Mexican Grill; Chopt Creative Salad Co.
797,M9833199782,2919847657,300000,,1.0,1,1.0,642.0,,condo,condos,Arlington,2509 Arlington Blvd Apt 202,22201,38.874679,-77.087328,North Arlington,https://www.realtor.com/realestateandhomes-detail/2509-Arlington-Blvd-Apt-202_Arlington_VA_22201_M98331-99782,https://ap.rdcpix.com/2f45b6a5da287191a34dc17d03fb79e5l-m3301666485x.jpg,"38.874679,-77.087328",N Pershing Dr + N Glebe Rd,0.987,Clarendon Metro,0.957,Thomas Jefferson Community Center,0.613,Columbia Pike Library,0.717,Long Branch Elementary School,0.1,4.368,0.0,,,,10.0,3.999999999999999,1.25,Troy's Italian Kitchen; Bonchon Arlington - N Pershing Dr; Sibarita Restaurant; Astor Mediterranean; Eastern Carryout & Cafe
798,M6928127947,2919847545,295000,,1.0,1,1.0,579.0,,condo,condos,Arlington,4141 N Henderson Rd Apt 520,22203,38.875855,-77.109484,Buckingham,https://www.realtor.com/realestateandhomes-detail/4141-N-Henderson-Rd-Apt-520_Arlington_VA_22203_M69281-27947,https://ap.rdcpix.com/f4d3d79d5b0733bb2147691df4081a26l-m32403604x.jpg,"38.875855,-77.109484",N Pershing Dr + N Glebe Rd,0.256,Ballston Metro,0.454,Lubber Run Comm. Center,0.331,Central Library,0.562,Jefferson Middle School,0.703,3.8960000000000004,14.0,4.236363636363636,1.875,Ballston Service Station; Ricky's Pub & Grill; The Bronson Bierhall; First Down Sports Bar & Grill; Grand Cru Wine Bar and Bistro,35.0,3.982857142857143,1.59375,Stageplate Bistro - Arlington; Big Buns Damn Good Burgers; Sweet Leaf Cafe; Rus Uz - Arlington; Super Pollo
799,M5152986665,2919847571,749900,,2.0,2,3.0,1107.0,8595.0,single_family,,Arlington,6805 19th Rd N,22205,38.88628,-77.159745,East Falls Church,https://www.realtor.com/realestateandhomes-detail/6805-19th-Rd-N_Arlington_VA_22205_M51529-86665,https://ap.rdcpix.com/03491ffc5f8690822dd892c9e5ac9377l-m3494735303x.jpg,"38.88628,-77.159745",E Falls Church Station + Bus Bay C,0.151,East Falls Church Metro,0.158,Langston Brown Comm. Center,1.899,Westover Library,0.953,Tuckahoe Elementary School,0.423,4.6160000000000005,1.0,4.4,2.0,Chasin' Tails,5.0,4.5,2.25,YUME SUSHI; Cafe Kindred; Yayla Bistro; Chasin' Tails; La Côte D'Or Café
800,M6079515426,2919815771,1399999,,3.0,3,5.0,3221.0,12736.0,single_family,,Arlington,6404 Washington Blvd,22205,38.887246000000005,-77.154758,East Falls Church,https://www.realtor.com/realestateandhomes-detail/6404-Washington-Blvd_Arlington_VA_22205_M60795-15426,https://ap.rdcpix.com/937fa2492a45c0b8e005868665676334l-m3716773934x.jpg,"38.887246000000005,-77.154758",E Falls Church Station + Bus Bay D,0.124,East Falls Church Metro,0.142,Langston Brown Comm. Center,1.625,Westover Library,0.686,Tuckahoe Elementary School,0.427,4.6160000000000005,1.0,4.4,2.0,Chasin' Tails,5.0,4.5,2.3333333333333335,YUME SUSHI; Yayla Bistro; Chasin' Tails; La Côte D'Or Café; VA
801,M5221780604,2919802593,949000,1.0,2.0,3,2.0,1650.0,,condo,condos,Arlington,3625 10th St N Unit 408,22201,38.884194,-77.104198,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/3625-10th-St-N-Unit-408_Arlington_VA_22201_M52217-80604,https://ap.rdcpix.com/1df168cdee7f95c4996413271a245651l-m2388492327x.jpg,"38.884194,-77.104198",Washington Blvd + N Quincy St,0.266,Ballston Metro,0.464,Lee Comm. Center,0.918,Central Library,0.163,Arlington Science Focus School,0.39,4.832,23.0,4.245,1.9333333333333333,"Ballston Service Station; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA; Northside Social Coffee & Wine; Spirits of '76; Gyu-Kaku Japanese BBQ",33.0,4.063636363636364,1.6451612903225807,Northside Social Coffee & Wine; Spirits of '76; El Pollo Rico; Kabob Bazaar; Sweet Leaf Cafe
802,M6502778851,2919784253,179900,,1.0,1,1.0,559.0,,condo,condos,Arlington,1021 Arlington Blvd Apt 805,22209,38.892943,-77.06884699999999,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1021-Arlington-Blvd-Apt-805_Arlington_VA_22209_M65027-78851,https://ap.rdcpix.com/394da2dfaba3f95c3e18829475e3f54cl-m3565508068x.jpg,"38.892943,-77.06884699999999",N Moore St + Rosslyn Station Bus Bay C,0.239,Rosslyn Metro,0.292,Dawson Terrace Comm.,0.875,Plaza Library & Arlington Shop,0.906,Nottingham Elementary School,0.446,4.76,6.0,3.96,1.8333333333333333,Barley Mac; Continental Beer Garden; Continental Pool Lounge; Vantage Point Restaurant; City House,8.0,3.95,1.625,Chipotle Mexican Grill; Chopt Creative Salad Co.; Roti Modern Mediterranean; Starbucks; Così
803,M5214903922,2919771835,439900,,1.0,1,1.0,695.0,,condo,condos,Arlington,851 N Glebe Rd Apt 1818,22203,38.881336,-77.114311,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/851-N-Glebe-Rd-Apt-1818_Arlington_VA_22203_M52149-03922,https://ap.rdcpix.com/8ac7f0c760eadba1eb9b7c7320093ca9l-m57154460x.jpg,"38.881336,-77.114311",Ballston Station + Bus Bay B,0.145,Ballston Metro,0.115,Lubber Run Comm. Center,0.62,Central Library,0.419,Arlington Traditional School,0.418,4.968,18.0,4.1,2.0,Ballston Service Station; The Bronson Bierhall; The Melting Pot; Crafthouse; First Down Sports Bar & Grill,38.0,4.064864864864864,1.6666666666666667,Pupatella; Stageplate Bistro - Arlington; Big Buns Damn Good Burgers; Sweet Leaf Cafe; Rus Uz - Arlington
804,M5785900213,2919638466,829900,,2.0,2,2.0,1444.0,,condo,condos,Arlington,1200 Crystal Dr Apt 312,22202,38.862203,-77.049166,Crystal City,https://www.realtor.com/realestateandhomes-detail/1200-Crystal-Dr-Apt-312_Arlington_VA_22202_M57859-00213,https://ap.rdcpix.com/9951134f0c1478a17a906256413a195bl-m3870752483x.jpg,"38.862203,-77.049166","Crystal Drive, NB @ VRE Station",0.299,Crystal City Metro,0.221,Aurora Hills Comm. Center,0.622,Aurora Hills Library,0.622,Hoffman-Boston Elementary School,1.213,3.8080000000000003,6.0,4.040000000000001,2.3333333333333335,Basin Barroom; Jefferson Cafe; Highline RxR; McCormick & Schmick's Seafood & Steaks; San Antonio Bar & Grill,23.0,3.8652173913043475,1.736842105263158,Sushi Garden; Extreme Pizza - Pentagon City; Roti Modern Mediterranean; sweetgreen; Costco Food Court
805,M6554392181,2919622947,377000,,1.0,1,1.0,851.0,,condo,condos,Arlington,4141 N Henderson Rd Apt 225,22203,38.875855,-77.109484,Buckingham,https://www.realtor.com/realestateandhomes-detail/4141-N-Henderson-Rd-Apt-225_Arlington_VA_22203_M65543-92181,https://ap.rdcpix.com/7b0ae533a4bfbc038a1abe5e7bd1b97bl-m1841280696x.jpg,"38.875855,-77.109484",N Pershing Dr + N Glebe Rd,0.256,Ballston Metro,0.454,Lubber Run Comm. Center,0.331,Central Library,0.562,Jefferson Middle School,0.703,3.8960000000000004,14.0,4.236363636363636,1.875,Ballston Service Station; Ricky's Pub & Grill; The Bronson Bierhall; First Down Sports Bar & Grill; Grand Cru Wine Bar and Bistro,35.0,3.982857142857143,1.59375,Stageplate Bistro - Arlington; Big Buns Damn Good Burgers; Sweet Leaf Cafe; Rus Uz - Arlington; Super Pollo
806,M9215462728,2919622987,675000,3.0,2.0,5,3.0,2448.0,,condo,townhomes,Arlington,6708E Lee Hwy Unit E,22205,38.88889,-77.15935,East Falls Church,https://www.realtor.com/realestateandhomes-detail/6708E-Lee-Hwy-E_Arlington_VA_22205_M92154-62728,https://ap.rdcpix.com/ae441116403674b8e55aacc36e022936l-m819927342x.jpg,"38.88889,-77.15935",E Falls Church Station + Bus Bay C,0.217,Virginia Square Metro,0.184,Langston Brown Comm. Center,1.822,Westover Library,0.944,Tuckahoe Elementary School,0.241,4.6160000000000005,1.0,4.4,2.0,Chasin' Tails,5.0,4.5,2.25,YUME SUSHI; Cafe Kindred; Yayla Bistro; Chasin' Tails; La Côte D'Or Café
807,M5002719013,2919621568,419999,,1.0,1,1.0,765.0,,condo,condos,Arlington,1530 Key Blvd Apt 207,22209,38.895790999999996,-77.076254,North Rosslyn,https://www.realtor.com/realestateandhomes-detail/1530-Key-Blvd-Apt-207_Arlington_VA_22209_M50027-19013,https://ap.rdcpix.com/f609bd1c1a38522e9cc0da9e647fd67al-m732465755x.jpg,"38.895790999999996,-77.076254","Wilson Blvd, WB @ N Quinn Street, FS",0.166,Rosslyn Metro,0.253,Dawson Terrace Comm.,0.434,Plaza Library & Arlington Shop,0.598,Nottingham Elementary School,0.099,4.76,12.0,4.1,1.9090909090909092,Quinn's; Barley Mac; Guajillo; Rhodeside Grill; Sushi Rock,13.0,4.107692307692307,1.6923076923076923,Mele Bistro; TNR Cafe; Guajillo; Rhodeside Grill; Sushi Rock
808,M9482184885,2919608504,1500000,,,0,0.0,6425.0,8408.0,multi_family,,Arlington,2516 1st Rd S,22204,38.87191,-77.086437,Penrose,https://www.realtor.com/realestateandhomes-detail/2516-1st-Rd-S_Arlington_VA_22204_M94821-84885,https://ap.rdcpix.com/079ba07a7639302912bee637b1233aa8l-m1001886533x.jpg,"38.87191,-77.086437",N Pershing Dr + N Glebe Rd,1.039,Clarendon Metro,1.15,Thomas Jefferson Community Center,0.557,Columbia Pike Library,0.534,Long Branch Elementary School,0.26,4.368,0.0,,,,2.0,3.35,1.0,Panda Express; Subway
809,M5209885615,2919609455,1685000,1.0,6.0,7,6.0,7004.0,37989.0,single_family,,Arlington,2747 N Nelson St,22207,38.906609,-77.097569,North Arlington,https://www.realtor.com/realestateandhomes-detail/2747-N-Nelson-St_Arlington_VA_22207_M52098-85615,https://ap.rdcpix.com/edf53fc92d06cefcc74e4126ef245b28l-m299049086x.jpg,"38.906609,-77.097569",Wilson Blvd + Veitch St,1.231,Arl. Courthouse Metro,1.246,Lee Comm. Center,0.742,Cherrydale Library,0.833,Taylor Elementary School,0.836,4.768,0.0,,,,0.0,,,
810,M6623723281,2919598420,409900,,1.0,1,2.0,755.0,,condo,condos,Arlington,4612 28th Rd S Apt C,22206,38.842573,-77.09809399999999,South Arlington,https://www.realtor.com/realestateandhomes-detail/4612-28th-Rd-S-Apt-C_Arlington_VA_22206_M66237-23281,https://ap.rdcpix.com/a115779a136695cb71e0b3c602c58915l-m1738673528x.jpg,"38.842573,-77.09809399999999","Shirlington Station, Bay E",0.62,Pentagon City Metro,2.445,Barcroft Sport & Fitness Center,0.594,Shirlington Library,0.432,Abingdon Elementary School,0.245,3.1519999999999997,4.0,4.55,2.0,Ali's Bar; Busboys And Poets; Samuel Beckett's Irish Gastro Pub; Ichiban Sushi & Ramen,6.0,4.3500000000000005,1.6666666666666667,Busboys And Poets; Big Buns Damn Good Burger Co.; Perfect Pita; Samuel Beckett's Irish Gastro Pub; Ichiban Sushi & Ramen
811,M5017598426,2919575333,600000,,2.0,2,2.0,908.0,,condo,condos,Arlington,1050 N Stuart St Apt 601,22201,38.883520000000004,-77.112424,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/1050-N-Stuart-St-Apt-601_Arlington_VA_22201_M50175-98426,https://ap.rdcpix.com/455e1444c84a8f6113578afc7f50ab21l-m455876304x.jpg,"38.883520000000004,-77.112424",Ballston Station + Bus Bay D,0.116,Ballston Metro,0.103,Lubber Run Comm. Center,0.773,Central Library,0.282,Washington-Liberty High School,0.334,4.28,18.0,4.1,2.0,Ballston Service Station; The Bronson Bierhall; The Melting Pot; Crafthouse; First Down Sports Bar & Grill,35.0,4.052941176470589,1.7,Stageplate Bistro - Arlington; Big Buns Damn Good Burgers; Sweet Leaf Cafe; Rus Uz - Arlington; Super Pollo
812,M5346425368,2919545436,665000,1.0,2.0,3,2.0,1606.0,,condo,condos,Arlington,1101 S Arlington Ridge Rd Apt 406,22202,38.863948,-77.065585,Pentagon City,https://www.realtor.com/realestateandhomes-detail/1101-S-Arlington-Ridge-Rd-Apt-406_Arlington_VA_22202_M53464-25368,https://ap.rdcpix.com/24733a00eba8c055dbd70a29a8c40a17l-m3554096785x.jpg,"38.863948,-77.065585",Pentagon City Station + Bus Bay C,0.35,Pentagon City Metro,0.284,Carver Community Center,0.363,Aurora Hills Library,0.569,Hoffman-Boston Elementary School,0.363,3.8080000000000003,7.0,4.0,2.0,Bonefish Grill; Lebanese Taverna; Zen Bistro & Wine Bar; Siné; Thaiphoon,34.0,3.981818181818183,1.6774193548387097,Dama Pastry & Cafe; FYVE Restaurant Lounge; Nando's Peri-Peri; Bonefish Grill; Saigon Saigon
813,M6061642142,2919545514,619900,,2.0,2,2.0,1224.0,,condo,condos,Arlington,1114 N Taylor St Unit 1,22201,38.884855,-77.113327,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/1114-N-Taylor-St-1_Arlington_VA_22201_M60616-42142,https://ap.rdcpix.com/63aad522b0b60b5a2d1d2b37ecb46e17l-m2180909914x.jpg,"38.884855,-77.113327",Washington Blvd + Stafford St,0.151,Ballston Metro,0.202,Lubber Run Comm. Center,0.863,Central Library,0.339,Washington-Liberty High School,0.284,4.28,18.0,4.1,2.0,Ballston Service Station; The Bronson Bierhall; The Melting Pot; Crafthouse; First Down Sports Bar & Grill,31.0,4.093333333333333,1.8076923076923077,Stageplate Bistro - Arlington; Big Buns Damn Good Burgers; Rus Uz - Arlington; The Melting Pot; Crafthouse
814,M6626289557,2919545300,2150000,1.0,6.0,7,6.0,5267.0,9414.0,single_family,,Arlington,608 N Vermont St,22203,38.876836,-77.11421899999999,Bluemont,https://www.realtor.com/realestateandhomes-detail/608-N-Vermont-St_Arlington_VA_22203_M66262-89557,https://ap.rdcpix.com/50ebee01662e7a6ce280d0ffcf79b5a1l-m2058195489x.jpg,"38.876836,-77.11421899999999",Ballston Station + Bus Bay B,0.355,Ballston Metro,0.372,Lubber Run Comm. Center,0.309,Central Library,0.611,Arlington Traditional School,0.462,4.968,16.0,4.078571428571428,1.9090909090909092,Ballston Service Station; The Bronson Bierhall; Crafthouse; First Down Sports Bar & Grill; Grand Cru Wine Bar and Bistro,37.0,4.037837837837837,1.6363636363636365,Pupatella; Stageplate Bistro - Arlington; Big Buns Damn Good Burgers; Sweet Leaf Cafe; Rus Uz - Arlington
815,M5972807410,2919545310,364900,,1.0,1,2.0,727.0,,condo,condos,Arlington,1730 Arlington Blvd Apt 203,22209,38.888192,-77.0786,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1730-Arlington-Blvd-Apt-203_Arlington_VA_22209_M59728-07410,https://ap.rdcpix.com/a3fa85b56f2c8ae1441fa71e049ae91al-m2406905914x.jpg,"38.888192,-77.0786","Clarendon Blvd, EB @ N Uhle Street, NS",0.407,Arl. Courthouse Metro,0.412,Dawson Terrace Comm.,0.808,Plaza Library & Arlington Shop,0.42,Nottingham Elementary School,0.441,4.76,12.0,4.316666666666667,1.9166666666666667,Ireland's Four Courts; MeJana - Lebanese Cuisine; Quinn's; Ragtime; Barley Mac,15.0,4.3133333333333335,1.8571428571428572,Mele Bistro; Five Guys; Ireland's Four Courts; MeJana - Lebanese Cuisine; Quarterdeck
816,M5994412088,2919545279,574900,1.0,2.0,3,2.0,1000.0,,condo,townhomes,Arlington,1223 N Quinn St,22209,38.88844,-77.07773900000001,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1223-N-Quinn-St_Arlington_VA_22209_M59944-12088,https://ap.rdcpix.com/bf234fb04e6b8fd3d75a6c9a56c7f231l-m2468227872x.jpg,"38.88844,-77.07773900000001","Wilson Blvd, WB @ N Quinn Street, FS",0.392,Arl. Courthouse Metro,0.443,Dawson Terrace Comm.,0.806,Plaza Library & Arlington Shop,0.455,Nottingham Elementary School,0.417,4.76,10.0,4.31,1.9,Ireland's Four Courts; Quinn's; Ragtime; Barley Mac; Bayou Bakery,12.0,4.3,1.8181818181818181,Mele Bistro; Ireland's Four Courts; Quarterdeck; Ragtime; TNR Cafe
817,M6968263367,2919540618,1065000,1.0,3.0,4,3.0,1516.0,833.0,condo,townhomes,Arlington,3118 9th Rd N,22201,38.883451,-77.09564,North Arlington,https://www.realtor.com/realestateandhomes-detail/3118-9th-Rd-N_Arlington_VA_22201_M69682-63367,https://ap.rdcpix.com/8090fa7fa25d08d05c8d6116f080bea2l-m1455862488x.jpg,"38.883451,-77.09564",Washington Blvd + N Quincy St,0.716,Clarendon Metro,0.251,Lee Comm. Center,0.863,Central Library,0.621,Arlington Science Focus School,0.569,4.832,35.0,4.397142857142858,1.9130434782608696,"Ms. Peacock's Champagne Lounge; Arlington Pub; East West Coffee Wine; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA; Screwtop Wine Bar",45.0,4.197777777777778,1.7906976744186047,Screwtop Wine Bar; Troy's Italian Kitchen; Ambar Clarendon; Bakeshop; Genji Express
818,M6916703750,2919535600,1979999,1.0,4.0,5,5.0,5275.0,8209.0,single_family,,Arlington,2370 N Taylor St,22207,38.9026,-77.115045,Donaldson Run,https://www.realtor.com/realestateandhomes-detail/2370-N-Taylor-St_Arlington_VA_22207_M69167-03750,https://ap.rdcpix.com/987bdf57281a38590cc129c7bcb0b1ebl-m2848300563x.jpg,"38.9026,-77.115045",N Glebe Rd + 20th St,0.663,Ballston Metro,1.429,Langston Brown Comm. Center,0.774,Cherrydale Library,0.41,Dorothy Hamm Middle School,0.252,,0.0,,,,6.0,4.2,1.5,Cafe Colline; Lebanese Taverna Market; Old Dominion Pizza Company; Crisp & Juicy; Starbucks
819,M5250171657,2919499431,449000,,1.0,1,1.0,702.0,,condo,condos,Arlington,3600 S Glebe Rd Unit 425W,22202,38.841558,-77.051121,Crystal City,https://www.realtor.com/realestateandhomes-detail/3600-S-Glebe-Rd-Unit-425_Arlington_VA_22202_M52501-71657,https://ap.rdcpix.com/27aa216cfdb8bbb5225528a4fd3ccfebl-m3165472995x.jpg,"38.841558,-77.051121",Potomac Ave + Reed Ave,0.331,National Airport Metro,0.914,Gunston Center,1.089,Aurora Hills Library,1.18,Gunston Middle School,1.089,3.96,1.0,3.9,2.0,SOCCi,10.0,3.6599999999999993,1.2222222222222223,IHOP; Kohinoor Dhaba Inc.; SOCCi; Starbucks; Chipotle Mexican Grill
820,M5865668926,2919491691,1250000,1.0,2.0,3,4.0,1877.0,4250.0,single_family,,Arlington,2817 1st Rd N,22201,38.875839,-77.08969300000001,North Arlington,https://www.realtor.com/realestateandhomes-detail/2817-1st-Rd-N_Arlington_VA_22201_M58656-68926,https://ap.rdcpix.com/60305924c0619d0fbc448ee8fb224789l-m1830314374x.jpg,"38.875839,-77.08969300000001",N Pershing Dr + N Glebe Rd,0.87,Clarendon Metro,0.832,Thomas Jefferson Community Center,0.585,Columbia Pike Library,0.798,Long Branch Elementary School,0.064,4.368,0.0,,,,9.0,4.144444444444444,1.2857142857142858,Troy's Italian Kitchen; Bonchon Arlington - N Pershing Dr; Sibarita Restaurant; Astor Mediterranean; Eastern Carryout & Cafe
821,M6590705656,2919491567,365000,,1.0,1,2.0,840.0,,condo,condos,Arlington,1220 N Meade St Unit ES106,22209,38.889076,-77.071694,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1220-N-Meade-St-ES106_Arlington_VA_22209_M65907-05656,https://ap.rdcpix.com/692cfcb636b24aa97c7653df6bfbb5e5l-m381918240x.jpg,"38.889076,-77.071694",N Moore St + Rosslyn Station Bus Bay C,0.455,Rosslyn Metro,0.518,Dawson Terrace Comm.,0.932,Plaza Library & Arlington Shop,0.755,Nottingham Elementary School,0.465,4.76,4.0,4.033333333333334,2.0,Quinn's; Barley Mac; City House; american legion,7.0,4.057142857142858,1.7142857142857142,Quarterdeck; Chipotle Mexican Grill; Chopt Creative Salad Co.; Roti Modern Mediterranean; Starbucks
822,M5834394424,2919491616,915000,1.0,2.0,3,4.0,1926.0,6000.0,single_family,,Arlington,5729 8th St N,22205,38.874064000000004,-77.13155400000001,Bluemont,https://www.realtor.com/realestateandhomes-detail/5729-8th-St-N_Arlington_VA_22205_M58343-94424,https://ap.rdcpix.com/bebf7370f809bf63b296d7f27bcf5411l-m1002062279x.jpg,"38.874064000000004,-77.13155400000001","N George Mason Drive, SB @ 16th Street N, NS",0.967,Ballston Metro,1.17,Lubber Run Comm. Center,0.967,Glencarlyn Library,0.784,Ashlawn Elementary School,0.255,4.3919999999999995,1.0,4.4,2.0,Meridian Pint,5.0,4.279999999999999,1.5,La Union Restaurant; Meridian Pint; Allspice Catering; Layalina Restaurant; Pizza Boli's
823,M5361499916,2919491719,369900,,1.0,1,1.0,850.0,,condo,condos,Arlington,4225 N Henderson Rd Apt 4,22203,38.875058,-77.109934,Buckingham,https://www.realtor.com/realestateandhomes-detail/4225-N-Henderson-Rd-Apt-4_Arlington_VA_22203_M53614-99916,https://ap.rdcpix.com/fa9a8c4b6b462bae26d9cfff61cf59dcl-m1844379390x.jpg,"38.875058,-77.109934",N Pershing Dr + N Glebe Rd,0.25,Ballston Metro,0.499,Lubber Run Comm. Center,0.275,Central Library,0.621,Jefferson Middle School,0.696,3.8960000000000004,10.0,4.3374999999999995,2.0,Ballston Service Station; Ricky's Pub & Grill; The Bronson Bierhall; Grand Cru Wine Bar and Bistro; Mussel Bar & Grille,26.0,3.923076923076923,1.4782608695652173,Big Buns Damn Good Burgers; Sweet Leaf Cafe; Super Pollo; El Paso Cafe; Grand Cru Wine Bar and Bistro
