,RestaurantName,AddressVicinity,Type,PriceLevel,Rating,BusinessStatus,LatLong
872,Maya Bistro,"5649 Lee Highway, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.9,OPERATIONAL,"38.8954374,-77.14224449999999"
873,Misomen Sushi Restaurant,"5731 Lee Highway, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",,4.3,CLOSED_TEMPORARILY,"38.8951606,-77.1436385"
874,Sloppy Mama's BBQ,"5731 Lee Highway, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",,4.5,OPERATIONAL,"38.89509160000001,-77.1436179"
875,Fillmore Pizza,"5175 Lee Highway, Arlington","['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",,4.3,OPERATIONAL,"38.89664550000001,-77.1332587"
876,Citi Pizza,"5127 Lee Highway, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.5,OPERATIONAL,"38.89667499999999,-77.131599"
877,Chipotle Mexican Grill,"4520 Lee Highway, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,3.7,OPERATIONAL,"38.8983575,-77.118751"
878,Smoking Kow - Arlington,"2910 North Sycamore Street, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",,4.4,OPERATIONAL,"38.899451,-77.1572454"
879,Cafe Colline,"4536 Lee Highway, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",,5.0,OPERATIONAL,"38.8983659,-77.11919019999999"
880,Old Dominion Pizza Company,"4514 Lee Highway, Arlington","['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",,4.3,OPERATIONAL,"38.89841289999999,-77.1185636"
881,Bob & Edith’s Diner,"5050 Lee Highway, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",,4.5,OPERATIONAL,"38.8960869,-77.13108969999999"
882,VA,"2440 North Pocomoke Street, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",,,OPERATIONAL,"38.89421629999999,-77.1528921"
883,Moby Dick House of Kabob,"444 West Broad Street suite A, Falls Church","['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,4.3,OPERATIONAL,"38.88702579999999,-77.17710869999999"
884,Einstein Bros. Bagels,"913 West Broad Street, Falls Church","['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1.0,3.8,OPERATIONAL,"38.8894874,-77.18286239999999"
886,Panjshir Restaurant,"114 East Fairfax Street, Falls Church","['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.4,OPERATIONAL,"38.8802391,-77.1717238"
887,Troika Gastronom and Restaurant,"169 Hillwood Avenue, Falls Church","['grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",2.0,4.3,OPERATIONAL,"38.8795873,-77.1710872"
889,YUME SUSHI,"2121 North Westmoreland Street A-2, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",,4.7,OPERATIONAL,"38.8864252,-77.1623027"
890,Cafe Kindred,"450 N South Washington Street Ste F, Falls Church","['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",2.0,4.5,OPERATIONAL,"38.8851972,-77.1653556"
892,Northside Social Falls Church,"205 Park Avenue, Falls Church","['cafe', 'bakery', 'meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",2.0,4.4,OPERATIONAL,"38.88413480000001,-77.17194959999999"
894,Thompson Italian,"124 North Washington Street, Falls Church","['restaurant', 'food', 'point_of_interest', 'establishment']",,4.6,OPERATIONAL,"38.8826027,-77.1702782"
895,Badd Pizza,"346 W Broad Street (Broaddale Village Shopping Center, Falls Church","['restaurant', 'food', 'point_of_interest', 'establishment']",,4.9,OPERATIONAL,"38.8846688,-77.1741401"
896,Liberty Barbecue,"370 West Broad Street, Falls Church","['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.2,OPERATIONAL,"38.88516809999999,-77.1747622"
899,domino's Pizza,"103 West Broad Street UNIT 601, Falls Church","['restaurant', 'food', 'point_of_interest', 'establishment']",,1.0,OPERATIONAL,"38.8821244,-77.1721069"
902,Mediterranean Chicken,"312 South Washington Street, Falls Church","['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,4.7,OPERATIONAL,"38.8805845,-77.1737311"
908,Natural Cafe,"850 North Randolph Street #119, Arlington","['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",,3.9,OPERATIONAL,"38.88090580000001,-77.1103224"
912,Gli,"1100 North Glebe Road, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",,,OPERATIONAL,"38.88344399999999,-77.118044"
913,Rus Uz - Arlington,"1000 North Randolph Street #3a, Arlington","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.4,OPERATIONAL,"38.8826044,-77.1098935"
915,Eat Cafe & Bites,"1000 North Glebe Road, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",,3.9,OPERATIONAL,"38.88225779999999,-77.1168926"
916,Starbucks,"1000 North Glebe Road, Arlington","['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",2.0,4.3,OPERATIONAL,"38.8823003,-77.11646309999999"
917,Bistro 1521,"900 North Glebe Road #100, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.1,CLOSED_TEMPORARILY,"38.8807511,-77.1157711"
918,Stageplate Bistro - Arlington,"900 North Glebe Road, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.6,OPERATIONAL,"38.8808972,-77.115595"
919,World of Beer,"901 North Glebe Road #105, Arlington","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.3,CLOSED_TEMPORARILY,"38.8816817,-77.1153451"
920,Crafthouse,"901 North Glebe Road #105, Arlington","['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",2.0,4.3,OPERATIONAL,"38.8814934,-77.11533519999999"
922,Sweet Leaf Cafe,"800 North Glebe Road, Arlington","['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",,4.2,CLOSED_TEMPORARILY,"38.8802755,-77.11479729999999"
924,QDOBA Mexican Eats,"5872 Crossroads Center Way, Falls Church","['bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1.0,4.5,OPERATIONAL,"38.85263940000001,-77.1319459"
925,San Miguel Cafe,"5900-B, Leesburg Pike, Falls Church","['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",,3.9,OPERATIONAL,"38.8545658,-77.1356235"
926,Pollo Campero,"5852 Columbia Pike, Falls Church","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1.0,4.1,OPERATIONAL,"38.848728,-77.13399199999999"
928,Golden Buffet & Grill,"3490 South Jefferson Street, Bailey's Crossroads","['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,3.9,OPERATIONAL,"38.8498923,-77.120187"
930,Athens Pizza,"3541 Carlin Springs Road, Bailey's Crossroads","['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,3.3,OPERATIONAL,"38.8469972,-77.1249733"
933,La Union Restaurant,"5517 Wilson Boulevard, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,4.6,OPERATIONAL,"38.8766878,-77.1280912"
934,McDonald's,"5603 Leesburg Pike, Falls Church","['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1.0,3.6,OPERATIONAL,"38.8479719,-77.1249785"
935,McDonald's,"5005 Columbia Pike, Arlington","['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1.0,3.4,OPERATIONAL,"38.8561024,-77.1130783"
936,Chipotle Mexican Grill,"3556B South Jefferson Street, Falls Church","['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,3.8,OPERATIONAL,"38.8478701,-77.1210318"
938,Super Pollo Charcoal Chicken,"5011 Wilson Boulevard, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,4.2,OPERATIONAL,"38.8783051,-77.1217011"
940,LongHorn Steakhouse,"3562 South Jefferson Street, Falls Church","['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.2,OPERATIONAL,"38.8477787,-77.1190932"
945,Five Guys,"3541 South Jefferson Street, Falls Church","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.4,OPERATIONAL,"38.8468601,-77.11758429999999"
949,Buffalo Wild Wings,"5275 Leesburg Pike B, Bailey's Crossroads","['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2.0,3.7,OPERATIONAL,"38.846053,-77.1198215"
953,District Taco,"5275-C, Leesburg Pike, Falls Church","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1.0,4.3,OPERATIONAL,"38.8461354,-77.1200788"
958,Balagger Ethiopian Restaurant & Bar,"South George Mason Drive 3813E -F, Falls Church","['restaurant', 'food', 'point_of_interest', 'establishment']",,4.2,OPERATIONAL,"38.8412468,-77.1189456"
960,Abay Market Ethiopian food,"3811 South George Mason Drive A, Falls Church","['restaurant', 'food', 'point_of_interest', 'establishment']",,4.2,OPERATIONAL,"38.841455,-77.1187372"
963,Aroma Restaurant,"4044 Campbell Avenue, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",,4.5,OPERATIONAL,"38.8405797,-77.08811279999999"
964,Dudley's Sport and Ale,"2766 South Arlington Mill Drive, Arlington","['restaurant', 'meal_delivery', 'meal_takeaway', 'bar', 'food', 'point_of_interest', 'establishment']",2.0,4.1,OPERATIONAL,"38.84128339999999,-77.08840599999999"
965,Palette 22,"4053 Campbell Avenue, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.5,OPERATIONAL,"38.8411512,-77.0885139"
966,Big Buns Damn Good Burger Co.,"4251 Campbell Avenue, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.4,OPERATIONAL,"38.8410956,-77.0895275"
967,Sydney's Restaurant & Lounge,"2620 Shirlington Road, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",,3.3,OPERATIONAL,"38.8454996,-77.0836535"
968,Shirlington halal pizza,"2534 Shirlington Road, Arlington","['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",,3.6,OPERATIONAL,"38.8461448,-77.0838532"
969,Pizza Pie Me,"2249 Shirlington Road #E, Arlington","['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",,4.1,OPERATIONAL,"38.8490738,-77.0840568"
970,Pizza Di Parma,"2249 Shirlington Road, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",,3.0,OPERATIONAL,"38.8492681,-77.08412419999999"
971,Sushi House,"2249 Shirlington Road #1, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",,4.0,OPERATIONAL,"38.8492681,-77.08412419999999"
972,China Cafe,"1039 West Glebe Road, Alexandria","['restaurant', 'food', 'point_of_interest', 'establishment']",,3.5,OPERATIONAL,"38.843017,-77.07582769999999"
973,Starbucks,"2925 South Glebe Road, Arlington","['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",2.0,4.2,OPERATIONAL,"38.845525,-77.06806399999999"
974,California Tortilla,"3672 King Street, Alexandria","['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,3.7,OPERATIONAL,"38.828664,-77.09215999999999"
975,El Saltado,"3616 King Street, Alexandria","['restaurant', 'food', 'point_of_interest', 'establishment']",,4.4,OPERATIONAL,"38.8281575,-77.09098259999999"
976,Bento Sushi,"3526 King Street, Alexandria","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",,,OPERATIONAL,"38.8275476,-77.0894522"
977,Pupatella,"1621 South Walter Reed Drive, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.5,OPERATIONAL,"38.85573129999999,-77.0880359"
978,Delia’s,"2931 South Glebe Road, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",,4.3,CLOSED_TEMPORARILY,"38.845055,-77.06821599999999"
979,District Dumplings,"2923 South Glebe Road, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,3.8,OPERATIONAL,"38.8455073,-77.06822249999999"
980,KOVI - Asian Street Food Kitchen,"2921 South Glebe Road, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",,4.6,CLOSED_TEMPORARILY,"38.8456078,-77.0681772"
981,Wing Zone,"4110 Mount Vernon Avenue, Alexandria","['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",2.0,3.7,OPERATIONAL,"38.84363639999999,-77.06485649999999"
982,Silver Diner - Alexandria,"4630 King Street Unit A3, Alexandria","['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",2.0,4.4,OPERATIONAL,"38.8413537,-77.107822"
1006,Chipotle Mexican Grill,"2231 Crystal Drive Lbby 100, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,3.8,OPERATIONAL,"38.8545127,-77.0483509"
1013,Einstein Bros Bagels,"space 34 Smith Boulevard terminal B, Arlington","['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1.0,1.8,OPERATIONAL,"38.8536971,-77.0431433"
1014,Urban Thai Restaurant,"561 23rd Street South, Arlington","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.4,OPERATIONAL,"38.85354700000001,-77.05498899999999"
1015,Taj of India,"509 23rd Street South, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,3.9,OPERATIONAL,"38.85358650000001,-77.0537817"
1016,Bonsai Grill,"553 23rd Street South, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",,4.4,OPERATIONAL,"38.8534272,-77.0548195"
1017,The Flirt Lounge,"542 23rd Street South, Arlington","['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",,4.0,OPERATIONAL,"38.85314100000001,-77.05454999999999"
1018,The Athena Pallas Restaurant,"556 22nd Street South, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.6,OPERATIONAL,"38.8538294,-77.0547823"
1019,Bob & Edith's Diner,"539 23rd Street South, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,4.3,OPERATIONAL,"38.85354509999999,-77.0544716"
1020,Fresh Kitchen,"2650 Richmond Highway, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",,3.8,CLOSED_TEMPORARILY,"38.84934399999999,-77.0531542"
1021,Fresh Chop Chop,"2611 South Clark Street, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",,4.6,OPERATIONAL,"38.849928,-77.05177309999999"
1022,BELL20 Restaurant,"1999 Richmond Highway, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,3.8,CLOSED_TEMPORARILY,"38.856571,-77.051588"
1032,Highline RxR,"2010 Crystal Drive, Arlington","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2.0,3.9,OPERATIONAL,"38.8558491,-77.0496249"
1033,sweetgreen,"2200 Crystal Drive E, Arlington","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.4,OPERATIONAL,"38.8543963,-77.0497481"
1036,Atia Kabob Place,"251 18th Street South, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,3.6,CLOSED_TEMPORARILY,"38.85811640000001,-77.05098459999999"
1039,Auntie Anne's,"1675 Crystal Drive, Arlington","['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1.0,3.0,OPERATIONAL,"38.8585709,-77.0512047"
1040,Subway,"1664-E Crystal Square Arcade Inside 1750, Crystal Drive, Arlington","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1.0,3.7,OPERATIONAL,"38.8583302,-77.05021380000001"
1041,Subway,"2461 South Clark Street, Arlington","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1.0,3.8,OPERATIONAL,"38.8516657,-77.051375"
1042,The Perfect Pita,"2345 Crystal Drive, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,3.8,OPERATIONAL,"38.8526078,-77.0487332"
1046,The Stand,"1601 Crystal Drive, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",,4.2,OPERATIONAL,"38.8582892,-77.0488271"
1047,Dunkin',"1413 South Fern Street #6, Arlington","['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1.0,3.9,OPERATIONAL,"38.86042019999999,-77.0560256"
1049,Dunkin',"Ronald Reagan Washington National Airport, 1 Aviation Circle, Arlington","['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1.0,1.9,OPERATIONAL,"38.8584135,-77.04485319999999"
1051,Dunkin',"1687 Crystal Square Arc, Arlington","['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1.0,3.2,OPERATIONAL,"38.8582019,-77.05127270000001"
1052,Extreme Pizza - Pentagon City,"1419 South Fern Street, Arlington","['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.4,OPERATIONAL,"38.86023960000001,-77.0559854"
1053,Taco Bell,"1100 S Hayes Street Fashion Centre at, Arlington","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1.0,3.5,OPERATIONAL,"38.8631775,-77.0602938"
1054,The Perfect Pita,"1681 Crystal Drive, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,4.1,OPERATIONAL,"38.8583799,-77.05123429999999"
1055,Smoothie King,"Pentagon Row Shopping Center, 1101 South Joyce Street Suite B-9, Arlington","['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'health', 'point_of_interest', 'store', 'establishment']",2.0,4.4,OPERATIONAL,"38.864703,-77.062518"
1056,San Antonio Bar & Grill,"1664 A Crystal Drive, Arlington","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2.0,3.7,OPERATIONAL,"38.85830769999999,-77.05044930000001"
1057,Soho Cafe,"1225 South Clark Street E-11, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",,4.0,CLOSED_TEMPORARILY,"38.8621157,-77.0508438"
1058,Sushi Garden,"1680 Crystal Drive, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",,4.6,OPERATIONAL,"38.8583836,-77.05107129999999"
1059,Market Basket,"Arc, 1669 Crystal Square Way, Arlington","['grocery_or_supermarket', 'convenience_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",,4.0,OPERATIONAL,"38.8588286,-77.0508084"
1060,Tony Luke's,"The Pentagon, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,3.3,CLOSED_TEMPORARILY,"38.87185689999999,-77.0562668"
1061,Subway,"Wedge 3 434 Pentagon, 100 South Washington Boulevard, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,3.7,OPERATIONAL,"38.8718568,-77.0562669"
1062,Sbarro,"Pentagon, 2025 Concessions, Washington","['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,3.7,CLOSED_TEMPORARILY,"38.8719431,-77.05558909999999"
1066,Kanpai Restaurant,"1401 Wilson Boulevard, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,3.8,OPERATIONAL,"38.8956107,-77.0736215"
1069,Starbucks,"1735 North Lynn Street #020, Arlington","['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",2.0,3.6,OPERATIONAL,"38.8961875,-77.07060129999999"
1073,Roti Modern Mediterranean,"1501 Wilson Boulevard, Arlington","['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1.0,4.2,CLOSED_TEMPORARILY,"38.8951491,-77.0740445"
1075,Starbucks,"1501 17th Street North, Rosslyn","['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",2.0,4.0,OPERATIONAL,"38.894115,-77.073993"
1079,Starbucks,"3122 M Street Northwest, Washington","['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",2.0,3.9,OPERATIONAL,"38.905052,-77.06188999999999"
1081,Starbucks,"2200 Clarendon Boulevard, Arlington","['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",2.0,4.1,OPERATIONAL,"38.8901703,-77.0859667"
1082,Kintaro,"1039 33rd Street Northwest, Washington","['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.0,OPERATIONAL,"38.90470269999999,-77.06587309999999"
1085,Mario's Pizza House,"3322 Wilson Boulevard, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,4.1,OPERATIONAL,"38.883413,-77.09944"
1090,Delhi Dhaba,"2424 Wilson Boulevard, Arlington","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2.0,3.8,OPERATIONAL,"38.8901133,-77.08813909999999"
1096,Oby Lee Winery,"3000 Washington Boulevard, Arlington","['bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",2.0,4.5,OPERATIONAL,"38.8847186,-77.09378389999999"
1101,MeJana - Lebanese Cuisine,"2300 Wilson Boulevard, Arlington","['meal_delivery', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.4,OPERATIONAL,"38.8903306,-77.08731630000001"
1106,Kabob Bazaar,"3133 Wilson Boulevard, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.5,OPERATIONAL,"38.8871604,-77.09581399999999"
1107,Jimmy John's,"1138 North Irving Street, Arlington","['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1.0,4.0,OPERATIONAL,"38.8866647,-77.09763559999999"
1108,Wilson Hardware,"2915 Wilson Boulevard, Arlington","['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.2,OPERATIONAL,"38.88862009999999,-77.0938153"
1109,Ambar Clarendon,"2901 Wilson Boulevard, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.6,OPERATIONAL,"38.8887222,-77.0933937"
1110,Au Bon Pain,"Founders Hall, 3401 Fairfax Drive, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,2.2,OPERATIONAL,"38.8850248,-77.10111409999999"
1111,Spirits of '76,"3211 Washington Boulevard, Arlington","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.6,OPERATIONAL,"38.8861697,-77.0972992"
1112,Heritage Brewing Co.,"1300-1398 North Fillmore Street, Arlington","['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",2.0,4.4,OPERATIONAL,"38.8882754,-77.09341529999999"
1113,The G.O.A.T,"3028 Wilson Boulevard, Arlington","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.1,OPERATIONAL,"38.887317,-77.0947413"
1114,Dunkin',"3009 N Clarendon Boulevard, Arlington","['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1.0,3.2,OPERATIONAL,"38.8876065,-77.0942547"
1115,Four Sisters Grill,"3035 Clarendon Boulevard, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,4.4,OPERATIONAL,"38.88734609999999,-77.09449699999999"
1116,Starbucks,"2690 Clarendon Boulevard, Arlington","['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",2.0,3.9,OPERATIONAL,"38.88844999999999,-77.09076999999999"
1117,sweetgreen,"3100 Clarendon Boulevard, Arlington","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.4,OPERATIONAL,"38.8865318,-77.0953846"
1118,Pamplona,"3100 Clarendon Boulevard, Arlington","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.2,OPERATIONAL,"38.8863515,-77.0954179"
1121,Genji Express,"2700 Wilson Boulevard, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.6,OPERATIONAL,"38.8890933,-77.0908145"
1122,Burger 7 Arlington Inc,"2515 Lee Highway, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,3.8,OPERATIONAL,"38.8951674,-77.0908386"
1140,Subway,"4227 Fairfax Drive, Arlington","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1.0,4.1,OPERATIONAL,"38.8824927,-77.11161539999999"
1166,Super Pollo,"550 North Quincy Street, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,4.4,OPERATIONAL,"38.8779445,-77.1079905"
1168,Troy's Italian Kitchen,"2710-B, Washington Boulevard, Arlington","['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",,4.7,OPERATIONAL,"38.8797986,-77.09039829999999"
1172,Sibarita Restaurant,"2716 Washington Boulevard, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.3,CLOSED_TEMPORARILY,"38.87996429999999,-77.09043059999999"
1176,Sweet Leaf Cafe,"650 North Quincy Street, Arlington","['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1.0,4.5,OPERATIONAL,"38.8789883,-77.107852"
1177,Restaurante El Manantial LLC,"2618 North Pershing Drive, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",,3.8,OPERATIONAL,"38.88033789999999,-77.08940009999999"
1182,Pan American Bakery,"4113 Columbia Pike, Arlington","['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1.0,4.3,OPERATIONAL,"38.8592316,-77.1008268"
1227,Pike Bolivian Restaurant,"4111 Columbia Pike, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.2,OPERATIONAL,"38.8592351,-77.1007566"
1228,El Rancho Migueleno,"3709 Columbia Pike #1, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",,3.7,OPERATIONAL,"38.8606098,-77.09535869999999"
1229,Perla Del Valle,"36 South Glebe Road, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.1,OPERATIONAL,"38.869693,-77.10011899999999"
1230,El Puerto Restaurant,"3007 Columbia Pike, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,3.8,OPERATIONAL,"38.8627778,-77.0883333"
1231,Cantina Mexicana,"922 South Walter Reed Drive, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.1,OPERATIONAL,"38.8630205,-77.0873876"
1232,Mrs. Chen's Kitchen,"3101 Columbia Pike, Arlington","['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1.0,3.7,OPERATIONAL,"38.8621828,-77.08933979999999"
1233,Eastern Carryout & Cafe,"2300 North Pershing Drive, Arlington","['meal_takeaway', 'meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",1.0,4.1,OPERATIONAL,"38.8804913,-77.0864254"
1235,Abi Azteca Grill & Bar,"3005 Columbia Pike, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,4.3,OPERATIONAL,"38.862575,-77.088196"
1236,Dona Bessy Pupuseria,"77 North Glebe Road, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,3.5,OPERATIONAL,"38.8719645,-77.1017114"
1237,Caspi Restaurant and Lounge,"2901 Columbia Pike, Arlington","['restaurant', 'night_club', 'bar', 'food', 'point_of_interest', 'establishment']",,4.5,OPERATIONAL,"38.8626264,-77.0872206"
1238,Tortas Y Tacos La Chiquita,"2911 Columbia Pike, Arlington","['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,4.7,OPERATIONAL,"38.86258180000001,-77.0874348"
